Time Stamp,Name,PTID,LBMP,Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
02/01/2020 21:00,NPX,61845,18.78,1.52,-2.94
02/01/2020 21:00,O H,61846,16.37583333,-0.6,0
02/01/2020 21:00,PJM,61847,17.90416667,0.7,-0.2
02/01/2020 21:00,WEST,61752,16.81,-0.23,0
02/01/2020 22:00,CAPITL,61757,18.71833333,0.9,0
02/01/2020 22:00,CENTRL,61754,17.8775,0.2,0
02/01/2020 22:00,DUNWOD,61760,19.20666667,1.48,0
02/01/2020 22:00,GENESE,61753,17.2625,-0.16,0
02/01/2020 22:00,H Q,61844,17.08583333,-0.4,0
02/01/2020 22:00,HUD VL,61758,19.0275,1.25,0
02/01/2020 22:00,LONGIL,61762,22.43583333,1.92,-5.76
02/01/2020 22:00,MHK VL,61756,18.14416667,0.33,0
02/01/2020 22:00,MILLWD,61759,19.1225,1.38,0
02/01/2020 22:00,N.Y.C.,61761,20.74166667,1.64,-0.41
02/01/2020 22:00,NORTH,61755,17.2,-0.5,0
02/01/2020 22:00,NPX,61845,19.05,1.31,-4.16
02/01/2020 22:00,O H,61846,16.63583333,-0.43,0
02/01/2020 22:00,PJM,61847,18.16666667,0.65,-0.03
02/01/2020 22:00,WEST,61752,17.06666667,-0.1,0
02/01/2020 23:00,CAPITL,61757,18.23833333,0.62,-4.47
02/01/2020 23:00,CENTRL,61754,17.4725,0.15,-0.56
02/01/2020 23:00,DUNWOD,61760,18.76666667,1.07,-3.26
02/01/2020 23:00,GENESE,61753,16.79333333,-0.16,-0.42
02/01/2020 23:00,H Q,61844,16.76333333,-0.28,0
02/01/2020 23:00,HUD VL,61758,18.58,0.89,-3.25
02/01/2020 23:00,LONGIL,61762,19.36166667,1.44,-8.05
02/01/2020 23:00,MHK VL,61756,17.74916667,0.24,-0.6
02/01/2020 23:00,MILLWD,61759,18.67166667,0.98,-3.31
02/01/2020 23:00,N.Y.C.,61761,18.955,1.2,-3.58
02/01/2020 23:00,NORTH,61755,16.89083333,-0.31,0
02/01/2020 23:00,NPX,61845,18.585,0.94,-6.25
02/01/2020 23:00,O H,61846,16.15,-0.34,-0.53
02/01/2020 23:00,PJM,61847,17.70166667,0.47,-2.03
02/01/2020 23:00,WEST,61752,16.5325,-0.12,-0.54
02/02/2020 00:00,CAPITL,61757,17.45166667,0.64,-7.8
02/02/2020 00:00,CENTRL,61754,16.71833333,0.18,-0.98
02/02/2020 00:00,DUNWOD,61760,17.84583333,1.02,-5.68
02/02/2020 00:00,GENESE,61753,16.13916667,-0.21,-0.72
02/02/2020 00:00,H Q,61844,16.01083333,-0.34,0
02/02/2020 00:00,HUD VL,61758,17.67416667,0.86,-5.67
02/02/2020 00:00,LONGIL,61762,18.36083333,1.41,-5.69
02/02/2020 00:00,MHK VL,61756,16.93416667,0.29,-1.04
02/02/2020 00:00,MILLWD,61759,17.75666667,0.95,-5.76
02/02/2020 00:00,N.Y.C.,61761,18.01416667,1.17,-5.68
02/02/2020 00:00,NORTH,61755,16.095,-0.43,0
02/02/2020 00:00,NPX,61845,17.75166667,0.9,-6.35
02/02/2020 00:00,O H,61846,15.56416667,-0.52,-0.93
02/02/2020 00:00,PJM,61847,16.89083333,0.35,-3.5
02/02/2020 00:00,WEST,61752,15.89666667,-0.32,-0.93
02/02/2020 01:00,CAPITL,61757,16.79166667,0.61,-6.46
02/02/2020 01:00,CENTRL,61754,15.975,0.16,-0.81
